customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_name
4c7241af24b5344cb01fe687643de4fe,b157c176c3fe04914fde33f2dc8b878a,60336,fortaleza,CE,Ava Machado
784c407781aa34749a388c9283782b56,eca666aec08df69fe31aa9a11d4a3302,90670,porto alegre,RS,Leo Lopes
369708cabd9831ea6fde670a3b602a92,94b731a41867b47c3856e324840c4c99,3636,sao paulo,SP,Leo Nunes
a1b9e0e44dbb043645cd14b00849a705,eab761ccdba80c5b9a7f01b16543da0f,4105,sao paulo,SP,Grace Moura
8d1b923f85a34afac5bd669d50417602,82e96a74eeb99b61395a1403630fe437,38410,uberlandia,MG,Diego Martins
ab23bc8d29aaf7a3978d8e819817575b,2e61eefc516ee26837d29fd3d76530fa,14600,sao joaquim da barra,SP,Daniel Correia
f4b8696f625adaeef763cc9cd712c921,ef6b4c0581dbf34e6eb5e33e0094c445,66050,belem,PA,Layla Gomes
154e666b681104319714a99a3ab71e44,be1e99a0c57d7c3c699cfc4db26c8edf,32070,contagem,MG,Thiago Silva
8df178ced93d8d488dfceefc8f619d9a,0b48151c4ac827afeee06ce2d77cc343,6401,barueri,SP,Bruno Silva
f20afd4cc727293b97398aa1c665e9cc,2eac18b475d7d985f0ab52b9c010f59f,4679,sao paulo,SP,Marco Andrade
019200fa574c9eda0fbc82c71fcc8fbe,7530369a1ddf13882910895b0559423d,3951,sao paulo,SP,Julia Pinto
49af8d1256e91058af5b255f4fbc0e6d,7cc3f51930537216ff70ecdc8f506a37,69049,manaus,AM,Luna Cardoso
05075b9433e8f047f3ba7a5ada189809,212c759d8c4f2d4d9d6fd4c7de0afbb3,25245,duque de caxias,RJ,Camila Correia
895f2539c30e6bac09c33029e98cfbbd,5bd72a5ba72683010f8385cff8bb92fd,72220,brasilia,DF,Ava Teixeira
101a5d44d7659f8b2ec49d385d80a1ed,29ea68ebb3474676eee3322428dcb0af,35171,coronel fabriciano,MG,Leticia Campos
7795e422f21ee2057de57ef0212b4d7a,53b5f3ee447865c2de22e4814ef70bbe,74825,goiania,GO,Gustavo Mendes
3c5a39f999c141a42792a0f2e1c7726d,4d0063e13c579513a5892115c789682a,36500,uba,MG,Julia Correia
ee7b0a64a42fd92a3144a38c4f347a9e,bd64e82a5bf0ad0166ad7c72b302bbe4,79823,dourados,MS,Alex Campos
dcb6e7bc4e65d815025d0aa14349a4ca,a1864cdd58debf5031958069ee937742,1230,sao paulo,SP,Beatriz Teixeira
d1d326edcb5fc3e9aadd6e86b7a57910,cad6e6cc5d7a8620efda1f8310fba9d1,2435,sao paulo,SP,Isabela Teixeira
77069f163bef4933c6efeea244b3f606,99e41e69b60bd63edd83935499523063,21616,rio de janeiro,RJ,Marco Lima
0998fbfbcd689d31ddedcb38f3fd8105,a84b054411cab9cef6857aeaa4763426,11045,santos,SP,Mariana Silva
2db53092fc4dd9c063d54cf52c0d68b8,4ebfd10a85099b098816cbbca0604b59,32044,contagem,MG,Mia Nunes
31b01af8b3ff7669130c48d6314da52b,1130878bf821f0b682431f513494c5f4,28625,nova friburgo,RJ,Ethan Oliveira
32a49c42e4bc78e6453e53c6719f6196,26c62200e28fe391637570bea7abd9c5,20550,rio de janeiro,RJ,Diego Costa
5a3bc3042d393b11573b5ef67e6f9a0e,30a8328a39c99665deea9fe8954e8339,88372,navegantes,SC,Thiago Oliveira
50bf56304211dfe00c06f3eef86f49fa,341239d242c4e123125d42e14b7132b6,97030,santa maria,RS,Mason Araujo
06bf021cebd25d2cfceae152a5956e04,97d007095d1f9c6c5dbb15c3c1aecf5d,85301,laranjeiras do sul,PR,Ryan Pereira
273a046207e0ef2179645ef8ef4892b8,67fcfe4915b93624867d350b8191ff7b,62740,itapiuna,CE,Grace Teixeira
3d5688f7c319b63b11b8d1c8dc5e6abe,f102240598836332442c455abbcecfbc,83880,rio negro,PR,Pedro Pinto
256af5f66a15afc03fb926c9bba1a671,4cbdc0f2029c78a012c400623a82e55f,55565,sao jose da coroa grande,PE,Rafael Monteiro
03f2fce950d12e18b97760794a8d8994,9749fdb8ed91500eced9e9af5ccdb0e0,30881,belo horizonte,MG,Olivia Mendes
3d4468ce8d2cbae5ded23093c9e039e2,bdf7458b78fc3a9cc62e71cb779d0452,23090,rio de janeiro,RJ,Maria Mendes
35b031db03bcb2b6e37e2ed393ab3720,3e3048f4f31ca9a28f05279f3554c715,27470,passa tres,RJ,Emma Machado
3d32aac5bce2d5bde5b0645ef8b319bc,d6caf670c8bf91aed723f242cafb71c8,29305,cachoeiro de itapemirim,ES,Gustavo Silva
686ba249f6f98cc2610b58e5b9982e6a,70a8db6a5ae17c3a4e5df68bbeae451c,25963,teresopolis,RJ,Isabela Borges
60e7ad191809c84e2fa3c164e1a5b948,373f58d5685e5d041b9fb63c7c580593,13733,mococa,SP,Sophia Tavares
4865bc634919f9ff8358eb16eadba34c,d215654948fc3ce8f8010cc12a8c843e,29057,vitoria,ES,Owen Lopes
151b3e542a42b9d5600518a7ba6e65db,68d8acf19d02fb3b95c8954d31d75448,74825,goiania,GO,Ryan Lopes
4f75899b8f7b903d7295eb12dcedb330,bc6839208cb211872c9e1909676cbd0a,5021,sao paulo,SP,James Monteiro
45a8c0f0fe5f7a1938dcbc8614fd4eb5,9e5d0775ccf7bc4b6b192d6a84bb3f96,13485,limeira,SP,Emma Lima
9c03ab210bf96ef944e181b73c125414,6b4317e342a438c1285889fda1eac3fa,17205,jau,SP,Nora Marques
10c23e73ba4e0d1dba0fcb959305ecf2,58c9adbd05815ccb9c1e1ddf6a8f6124,20020,rio de janeiro,RJ,James Tavares
988381e3ac7174b278642cac45f5d227,77528332d8d9e9a13c03da164e28040f,9280,santo andre,SP,Beatriz Ferreira
a94a18b754523b6845747ab60c906ece,ae0fa4150b81d44201545e47d2aa9ccf,71571,brasilia,DF,Camila Duarte
8c3fb712bb2e85992047b1f11ea332e1,0fb4497f568fe7c3859c3c43d6be7277,30690,belo horizonte,MG,Aria Pinto
8aacc9bdd286bbd215a6b32460b797ef,f5de43d4ead76e9519babb3d6189ea5b,64020,teresina,PI,Jack Lopes
ff4ead15d934b5b5896ca73904d07f66,2ce81600d264e61fe46c8cadffd18db5,6786,taboao da serra,SP,David Mendes
bbc8c12f7afeba03337723117f0a6f3e,254f01c0c4853e5c23a801f29069f932,6540,santana de parnaiba,SP,Henry Cunha
08be5d1f213ea37487f2698ca4b2be07,3eddcc05abf2cf434aae2a9662597353,14015,ribeirao preto,SP,Matthew Almeida
6fc7836276b8f6772133106f0d3bbe55,ece98a5dccb1e985d69a38d4e0f054e5,5679,sao paulo,SP,Ava Borges
afe505252a17ffb026986235a7615c71,f02292465189ed8f3845720662a35999,89220,joinville,SC,James Oliveira
e0b0809fbdc11e448ee71e40402ee734,3ac72367c83b28a9ff5508e4e5abeef7,88501,lages,SC,Jack Martins
d83753f7658bcc23859c5f1988cdf50f,0c17966568c69f8f827f574911f8b729,2832,sao paulo,SP,Pedro Oliveira
b828fa53202efa901b22f532577fe859,6b0c568efa39d9923961096ab40d3ed9,23052,rio de janeiro,RJ,Luna Machado
968e2eb4991b10dd284390b31df9d4f7,e283ddc5beefba674d4dbcba24e37d04,31110,belo horizonte,MG,Amelia Carvalho
6747dabc507b18f4a1300777643744d7,21a2d9dc71459dbd3dad219cb9681964,38411,uberlandia,MG,Ava Gomes
341c4634e0f68d32b278e42dc843b433,2a9c0f0e5f06e91c50c74baf4dc67a0f,19470,presidente epitacio,SP,Owen Lopes
93e0dbadcb03b5b82294f9a7dfd303e5,6b3e85b566abefbb24c346a5c2faf23f,90620,porto alegre,RS,Owen Lima
f222c3229196dc3b016502cbd1ad6cfc,682dd9d89b6bd17e600db2ebb25bd46d,4652,sao paulo,SP,Noah Correia
a1938d6eb0dc6c5fdf04e33f6e7c74f8,f2c08b92fc8f8634e72f8cc74f06a8f4,89810,chapeco,SC,Gustavo Mendes
7bf997d6e16e6117b8312922c7408e10,ff3e14860e32acc535aea6a5402d531c,66640,belem,PA,Fernanda Moreira
54436727adc02bac2985f7f95c883b72,adf2f3c1524855ec8e22850045998f05,89700,concordia,SC,Diego Correia
6a8230bceebe5870e91adfd929a31a45,ed1b6f66996abfab57c0affd00805578,25922,mage,RJ,Ana Gomes
3cc9672b7b30a285f3613aad8480cca5,c2d0d46bbdebdc3160671251b42d5d5b,91740,porto alegre,RS,Ava Castro
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG,Isabella Teixeira
0e8f3042296ebd7f20095ce2fe09945f,c374dc8c48a3edc15dc8bcd4aaeb67be,62850,cascavel,CE,Ella Lopes
61fad79bfe55baa042c5fe91d8aa337f,01ca0680cddb7f4c71e3235f08cd16a2,6311,carapicuiba,SP,Isabella Carvalho
2130df9aff38b3fa676dd237235f55db,02a9fc337956564657d9fa17d41af27f,25956,teresopolis,RJ,Alex Pereira
1d3bc71558bfe150123a7107517e2edb,6b05110cdbb6841273fdb6718c9f58ea,1154,sao paulo,SP,Andre Reis
423ec49be46a59adb7cbfa113013ca4e,fddb0443caca83884ff3d7e44a9bcbdd,35901,itabira,MG,Camila Araujo
3bd124a0d3630c45d920e49a107b6912,53dad0f86e33e3e263658b3484563365,79770,anaurilandia,MS,Sofia Nunes
c9e39e587b892b00ef702d57de1cf299,f0fe4ee68e4a03068e981e6481bb9e1e,11665,caraguatatuba,SP,Gabriel Martins
13a5f002b69c82752170c60bea8978f9,cfef5d9c94eda3154a09d2a0d2e3e214,6132,osasco,SP,Daniel Araujo
8c86456e3bab61544682dfc5ba35d3b1,27b4a7740a9b118f9eed1e8c8be7822b,6622,jandira,SP,Thiago Reis
8107ef7300d9c68b78a1e6650fd8cc61,309ad0882e18729b77dbe9b6bdbb2165,17020,bauru,SP,Rafael Santos
2db14524ba78aa532180308c222eac5d,179b7afa741e910646e438f3e480b4b4,4768,sao paulo,SP,Henry Campos
08a97b5d819d8150e70e1a637d34b1ea,a4f3f98f5f9d151530c62ab2377d3fac,29920,rio bananal,ES,Amelia Carvalho
85e2d3f3bb3973b7d10bcd6a3e6e50ce,879f4eb9f58eadb8f2f204919b162935,25959,teresopolis,RJ,Gustavo Marques
f5c0508d514341f2b2f4d2820f9aae88,29c059c81f62aa098e896ddd7fbc5c32,45400,valenca,BA,Valentina Andrade
70c5b1b9829515c9575141eca21003b1,5400394e71d0e31eff5a35aa40fb26ac,5782,sao paulo,SP,Larissa Correia
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,8505,ferraz de vasconcelos,SP,Samuel Batista
5cbf1c7456d9789a9c0955daffca1546,bf7e07e4ccc7df0889db4653d60c3f27,18055,sorocaba,SP,Lily Machado
ca7aecabfc1024eab921ec66fb9549be,8ce926bd160bb91f5a10d99b6e118f14,36570,vicosa,MG,Lily Duarte
fe49969f691a19b92762d85744ec8226,aec17bbaff43f7d302094a3169d8a1ce,23017,rio de janeiro,RJ,Aria Carvalho
9d9fc80cdedb63de913387b502bee19b,abb30df339614118b0728ba40e31780e,5882,sao paulo,SP,Owen Ramos
6cee76d1e3c3c310a01384d453f50e3f,a8fd074b27a3bcbb16deba85b778900f,13202,jundiai,SP,Matthew Pinto
e150059980c5dec1705b169f2be39044,bcecc0dacf83b048a31ed8e3c3d928b2,24240,niteroi,RJ,Diego Moreira
33ac5a0d983f8f8905499a9f926086f5,8028fbabf6123c13297c82f4393a4724,1452,sao paulo,SP,Zoe Fonseca
6cb4c7f27681594075676ae0db2b2986,bbb4489598feac603a21e4560d04699e,88200,tijucas,SC,Owen Azevedo
e5520637c495446fe29714a809c6e72e,3b54ec3e11e5befee527b120ef8b0f02,33600,pedro leopoldo,MG,Pedro Costa
2db1214d4615da67d9b35f7084542bdf,fae9d22f06d65f5aa7814fa992262c86,5625,sao paulo,SP,Pedro Lima
bf532369897b190d91ddb2cea7491a54,c7c92d52defccd813e462a6bd33ab16b,75860,quirinopolis,GO,Pedro Campos
915859a34b24020b5b9fd32c8ac40f0d,2852756794b74680d1de8e8e8b8421ff,66045,belem,PA,Olivia Moura
7a4f856dbe52b7cbb2c19b2fb79f03e4,663b8dc399b315977cb3f44fbd391d37,29850,ecoporanga,ES,Diego Gomes
ddf9a541cc3f0d5954938af032fc78c6,27878a3c150b60cf92f5b812998f2990,72015,brasilia,DF,Noah Duarte
5382de4e788e495627ee16f12d0097d7,84b0bf771f3b14f21e6dd37e2fe2eee6,55170,brejo da madre de deus,PE,Gabriel Batista
0f93a71fb111947502dffea3365f5861,6ef12e7a9bd73d564cc2008945b9bc38,14025,ribeirao preto,SP,Isabela Cunha
9452bc0fd2c071a21ea6fd2373fe0c23,7d3c23d715240f2f77f201483d3cb276,44001,feira de santana,BA,Luis Almeida
